,location,total_sqft,bath,price,bhk
2763,Harlur,1749.0,3.0,115.0,3
2764,Harlur,3385.0,4.0,260.0,4
2765,Harlur,2240.0,5.0,155.0,3
2766,Harlur,1758.0,3.0,133.0,3
2768,Harlur,1197.0,2.0,79.0,2
2769,Harlur,1174.0,2.0,78.0,2
2772,Harlur,1200.0,2.0,52.0,2
2773,Harlur,1197.0,2.0,79.0,2
2774,Harlur,1749.0,3.0,112.0,3
2775,Harlur,1174.0,2.0,75.0,2
2776,Harlur,1750.0,3.0,136.0,3
2777,Harlur,1620.0,3.0,110.0,3
2780,Harlur,1762.0,3.0,133.0,3
2781,Harlur,1756.0,3.0,131.0,3
2782,Harlur,1755.0,3.0,130.0,3
2783,Harlur,1864.0,3.0,140.0,3
2784,Harlur,1331.0,2.0,88.0,2
2785,Harlur,1752.12,3.0,133.0,3
2786,Harlur,1133.0,2.0,55.0,2
2787,Harlur,1756.0,3.0,128.0,3
2788,Harlur,1749.0,3.0,120.0,3
2789,Harlur,1197.0,2.0,82.0,2
2790,Harlur,1303.0,2.0,90.0,2
2791,Harlur,1754.0,3.0,132.0,3
2792,Harlur,1174.0,2.0,75.0,2
2793,Harlur,1756.0,3.0,134.0,3
2794,Harlur,1197.0,2.0,78.0,2
2795,Harlur,1290.0,2.0,89.9,2
2796,Harlur,1386.0,2.0,85.0,2
2797,Harlur,1174.0,2.0,74.0,2
2798,Harlur,1174.0,2.0,78.0,2
2800,Harlur,1755.0,3.0,115.0,3
2802,Harlur,2569.0,4.0,175.0,4
2804,Harlur,1197.0,2.0,77.0,2
2805,Harlur,1752.12,3.0,125.0,3
2806,Harlur,2569.0,5.0,180.0,4
2807,Harlur,1225.0,2.0,56.0,2
2808,Harlur,1197.0,2.0,76.0,2
2810,Harlur,1197.0,2.0,75.0,2
2811,Harlur,1755.0,3.0,117.0,3
2812,Harlur,1197.0,2.0,79.9,2
2813,Harlur,936.0,2.0,45.0,2
2814,Harlur,2990.0,4.0,225.0,4
2815,Harlur,1370.0,2.0,88.0,2
2816,Harlur,1335.0,2.0,72.76,2
2817,Hebbal,1760.0,2.0,123.0,3
2818,Hebbal,5611.5,4.0,477.0,4
2820,Hebbal,1349.0,2.0,98.2,2
2821,Hebbal,2483.0,5.0,212.0,4
2822,Hebbal,1760.0,2.0,130.0,3
2823,Hebbal,3450.0,5.0,260.0,3
2824,Hebbal,1920.0,3.0,134.0,3
2825,Hebbal,1337.0,2.0,82.0,2
2826,Hebbal,1349.0,2.0,98.0,2
2829,Hebbal,1790.0,3.0,127.0,3
2830,Hebbal,687.325,2.0,42.72,2
2832,Hebbal,1985.0,4.0,189.0,3
2833,Hebbal,2483.0,5.0,215.0,4
2834,Hebbal,1080.0,2.0,54.0,2
2835,Hebbal,812.0,2.0,55.0,2
2837,Hebbal,3067.0,4.0,230.0,4
2838,Hebbal,2526.0,2.0,250.0,3
2839,Hebbal,3067.0,4.0,230.0,4
2841,Hebbal,823.0,2.0,50.63,2
2842,Hebbal,1420.0,2.0,123.0,2
2844,Hebbal,1420.0,2.0,99.39,2
2845,Hebbal,4235.0,4.0,365.0,4
2846,Hebbal,1700.0,3.0,124.0,3
2847,Hebbal,3960.0,5.0,386.0,4
2848,Hebbal,1420.0,2.0,99.39,2
2850,Hebbal,1440.0,2.0,115.0,2
2851,Hebbal,1100.0,2.0,54.0,2
2853,Hebbal,2400.0,4.0,180.0,3
2855,Hebbal,1420.0,2.0,107.0,2
2856,Hebbal,1320.0,2.0,92.0,2
2857,Hebbal,919.0,2.0,49.0,2
2858,Hebbal,1645.0,3.0,135.0,3
2859,Hebbal,2080.0,3.0,175.0,3
2861,Hebbal,2483.0,5.0,230.0,4
2862,Hebbal,2600.0,3.0,195.0,3
2863,Hebbal,1645.0,3.0,117.0,3
2864,Hebbal,1251.0,2.0,88.73,2
2865,Hebbal,1645.0,3.0,121.0,3
2866,Hebbal,1760.0,3.0,123.0,3
2868,Hebbal,3960.0,5.0,386.0,4
2869,Hebbal,1645.0,3.0,120.0,3
2870,Hebbal,1255.0,2.0,90.0,3
2871,Hebbal,1645.0,3.0,117.0,3
2874,Hebbal,1636.0,3.0,119.0,3
2875,Hebbal,2661.0,2.0,226.5,3
2876,Hebbal,1255.0,2.0,95.0,3
2879,Hebbal,1255.0,2.0,95.0,3
2880,Hebbal,1088.0,2.0,61.45,2
2881,Hebbal,1349.0,2.0,97.8,2
2883,Hebbal,1344.0,2.0,108.0,2
2884,Hebbal,1255.0,2.0,90.0,3
2886,Hebbal,1138.0,2.0,110.0,2
2887,Hebbal,2790.0,5.0,204.0,4
2888,Hebbal,1088.0,2.0,62.0,2
2889,Hebbal,1987.0,4.0,165.0,3
2891,Hebbal,1299.0,2.0,100.0,2
2892,Hebbal,1200.0,2.0,60.0,2
2893,Hebbal,1645.0,3.0,117.0,3
2894,Hebbal,1390.0,2.0,95.0,2
2895,Hebbal,1333.0,2.0,100.0,2
2897,Hebbal,2650.0,4.0,199.0,3
2898,Hebbal,1800.0,3.0,140.0,3
2900,Hebbal,2470.0,4.0,203.0,4
2901,Hebbal,1255.0,2.0,95.0,3
2902,Hebbal,1333.0,2.0,104.0,2
2903,Hebbal,1645.0,3.0,117.0,3
2904,Hebbal,2600.0,3.0,199.0,3
2905,Hebbal,1345.0,2.0,97.0,2
2907,Hebbal,985.0,2.0,62.0,2
2908,Hebbal,1320.0,2.0,91.0,2
2909,Hebbal,2388.0,3.0,195.0,3
2910,Hebbal,1040.0,2.0,55.0,2
2912,Hebbal,2600.0,3.0,195.0,3
2913,Hebbal,2630.0,5.0,188.0,4
2915,Hebbal,1645.0,3.0,113.0,3
2917,Hebbal,1420.0,2.0,99.39,2
2919,Hebbal,3520.0,5.0,320.0,3
2920,Hebbal,1162.0,2.0,69.0,2
2921,Hebbal,1100.0,2.0,60.0,2
2922,Hebbal,4235.0,5.0,364.0,4
2923,Hebbal,1299.0,2.0,97.0,2
2925,Hebbal,2470.0,5.0,192.0,4
2926,Hebbal,1645.0,3.0,117.0,3
2927,Hebbal,1920.0,3.0,134.0,3
2928,Hebbal,3520.0,5.0,240.0,3
2929,Hebbal,1920.0,3.0,150.0,3
2930,Hebbal,2375.0,4.0,189.0,4
2931,Hebbal,1420.0,2.0,99.26,2
2932,Hebbal,1252.0,2.0,92.0,2
2934,Hebbal,1162.0,2.0,59.0,2
2935,Hebbal,1294.0,2.0,115.0,2
2936,Hebbal,4225.0,6.0,359.0,4
2937,Hebbal,1150.0,2.0,57.0,2
2938,Hebbal,1740.0,2.0,137.0,3
2940,Hebbal,1662.0,3.0,155.0,3
2941,Hebbal,2250.0,3.0,219.0,3
2942,Hebbal,1349.0,2.0,98.0,2
2943,Hebbal,4000.0,6.0,370.0,4
2944,Hebbal,1349.0,2.0,96.8,2
2945,Hebbal Kempapura,1700.0,3.0,155.0,3
2946,Hebbal Kempapura,1800.0,3.0,175.0,3
2947,Hebbal Kempapura,2900.0,4.0,300.0,3
2948,Hebbal Kempapura,3522.0,3.0,380.0,3
2949,Hebbal Kempapura,2280.0,5.0,200.0,5
2950,Hebbal Kempapura,1200.0,2.0,125.0,2
2951,Hebbal Kempapura,2900.0,4.0,240.0,3
2953,Hebbal Kempapura,1300.0,2.0,102.0,2
2954,Hebbal Kempapura,1466.0,2.0,140.0,3
2956,Hebbal Kempapura,1725.0,2.0,165.0,3
2957,Hebbal Kempapura,1200.0,3.0,125.0,3
2958,Hebbal Kempapura,3408.0,3.0,260.0,3
2959,Hebbal Kempapura,1485.0,3.0,132.0,2
2960,Hebbal Kempapura,1400.0,2.0,108.0,2
2961,Hebbal Kempapura,1800.0,3.0,150.0,3
2962,Hebbal Kempapura,2400.0,5.0,200.0,5
2963,Hebbal Kempapura,2800.0,5.0,220.0,5
2964,Hebbal Kempapura,1785.0,3.0,165.0,3
2965,Hebbal Kempapura,3729.0,4.0,384.0,4
2966,Hebbal Kempapura,1600.0,3.0,170.0,3
2967,Hebbal Kempapura,1730.0,3.0,175.0,3
2969,Hegde Nagar,1569.0,3.0,101.0,3
2970,Hegde Nagar,3000.0,7.0,210.0,6
2971,Hegde Nagar,2026.0,3.0,132.0,3
2972,Hegde Nagar,1801.0,3.0,115.0,3
2973,Hegde Nagar,1050.0,1.0,56.0,2
2974,Hegde Nagar,1341.0,2.0,97.0,2
2975,Hegde Nagar,2112.95,4.0,145.0,3
2976,Hegde Nagar,1200.0,4.0,83.0,4
2977,Hegde Nagar,1703.0,3.0,113.0,3
2978,Hegde Nagar,1570.0,3.0,105.0,3
2979,Hegde Nagar,1801.0,3.0,140.0,3
2980,Hegde Nagar,1584.01,3.0,103.0,3
2981,Hegde Nagar,1965.0,4.0,125.0,3
2982,Hegde Nagar,1200.0,2.0,75.0,2
2983,Hegde Nagar,1847.0,3.0,135.0,3
2984,Hegde Nagar,1965.0,4.0,132.0,3
2985,Hegde Nagar,1703.0,3.0,125.0,3
2986,Hegde Nagar,1847.0,3.0,125.0,3
2987,Hegde Nagar,2144.6,4.0,145.0,3
2988,Hegde Nagar,1718.0,3.0,119.0,3
2989,Hegde Nagar,1847.0,3.0,123.0,3
2990,Hegde Nagar,1340.0,2.0,72.0,2
2991,Hegde Nagar,2087.01,3.0,115.0,3
2992,Hegde Nagar,1703.0,3.0,130.0,3
2993,Hegde Nagar,2087.01,4.0,135.0,3
2994,Hegde Nagar,1718.0,3.0,130.0,3
2995,Hegde Nagar,1884.0,4.0,118.0,3
2996,Hegde Nagar,1930.0,4.0,122.0,3
2997,Hegde Nagar,1584.01,3.0,104.0,3
2998,Hegde Nagar,1168.0,2.0,68.0,3
2999,Hegde Nagar,2162.03,4.0,129.0,3
3000,Hegde Nagar,2087.01,4.0,160.0,3
3001,Hegde Nagar,1000.0,2.0,66.0,2
3002,Hegde Nagar,1348.0,2.0,80.5,3
3003,Hennur,1075.0,2.0,52.0,2
3004,Hennur,1255.0,2.0,52.32,2
3005,Hennur,1225.0,2.0,57.0,2
3006,Hennur,1255.0,2.0,57.5,2
3007,Hennur,1259.0,2.0,57.0,2
3008,Hennur,1255.0,2.0,53.5,2
3009,Hennur,1285.0,2.0,60.0,2
3010,Hennur,1285.0,2.0,60.0,2
3011,Hennur,1100.0,2.0,60.0,2
3012,Hennur,1231.0,2.0,48.0,2
3013,Hennur,1255.0,2.0,58.0,2
3014,Hennur,1040.0,2.0,42.12,2
3015,Hennur,1255.0,2.0,54.5,2
3016,Hennur,1041.0,2.0,40.6,2
3018,Hennur,1255.0,2.0,55.5,2
3020,Hennur,1231.0,2.0,50.0,2
3021,Hennur,2500.0,5.0,125.0,5
3022,Hennur,1160.0,2.0,49.0,2
3023,Hennur,2400.0,3.0,135.0,3
3024,Hennur,1255.0,2.0,53.5,2
3025,Hennur,1255.0,2.0,55.5,2
3026,Hennur,1100.0,2.0,44.55,2
3027,Hennur,1255.0,2.0,57.5,2
3028,Hennur,960.0,2.0,48.0,2
3029,Hennur,1020.0,2.0,48.0,2
3030,Hennur,1255.0,2.0,52.32,2
3031,Hennur,1295.0,2.0,64.0,2
3032,Hennur,1935.0,3.0,102.0,3
3034,Hennur,1345.0,2.0,69.0,3
3035,Hennur,1255.0,2.0,58.0,2
3036,Hennur,1420.0,2.0,62.0,2
3037,Hennur,1155.0,2.0,54.5,2
3038,Hennur,1255.0,2.0,52.32,2
3039,Hennur,1255.0,2.0,52.35,2
3042,Hennur,1255.0,2.0,54.5,2
3043,Hennur,1830.0,2.0,113.0,3
3044,Hennur,1830.5,3.0,84.205,3
3045,Hennur,1255.0,2.0,55.5,2
3046,Hennur,1255.0,2.0,53.57,2
3047,Hennur,1255.0,2.0,56.5,2
3048,Hennur,1050.0,2.0,42.73,2
3049,Hennur,1295.0,2.0,62.0,2
3050,Hennur Road,2089.0,3.0,140.0,3
3051,Hennur Road,3203.5,2.0,224.5,4
3052,Hennur Road,5000.0,8.0,250.0,8
3053,Hennur Road,1385.0,2.0,83.09,2
3054,Hennur Road,1317.5,2.0,63.77,2
3056,Hennur Road,2264.0,3.0,159.0,3
3057,Hennur Road,1157.0,2.0,84.0,2
3058,Hennur Road,1904.0,3.0,120.0,3
3059,Hennur Road,1891.0,3.0,109.0,3
3060,Hennur Road,1561.0,3.0,95.0,3
3062,Hennur Road,2060.0,3.0,149.0,3
3063,Hennur Road,1482.0,2.0,92.0,3
3064,Hennur Road,1232.0,2.0,89.0,2
3065,Hennur Road,1065.0,2.0,42.6,2
3067,Hennur Road,1482.0,2.0,87.0,3
3068,Hennur Road,1891.0,3.0,139.0,3
3069,Hennur Road,1703.0,3.0,101.0,3
3070,Hennur Road,1232.0,2.0,69.61,2
3071,Hennur Road,987.0,2.0,49.0,2
3073,Hennur Road,2160.0,3.0,160.0,3
3075,Hennur Road,1680.0,3.0,99.27,3
3076,Hennur Road,1065.0,2.0,42.6,2
3077,Hennur Road,1385.0,2.0,83.09,2
3079,Hennur Road,2350.0,3.0,174.0,3
3080,Hennur Road,1586.0,3.0,93.94,3
3081,Hennur Road,1975.0,3.0,123.0,3
3083,Hennur Road,1290.0,2.0,94.5,3
3084,Hennur Road,901.0,2.0,49.5,2
3085,Hennur Road,1445.0,3.0,86.56,3
3086,Hennur Road,1482.0,2.0,97.0,3
3087,Hennur Road,1182.0,2.0,82.5,2
3089,Hennur Road,1036.0,2.0,59.46,2
3090,Hennur Road,1891.0,3.0,109.0,3
3091,Hennur Road,1232.0,2.0,69.61,2
3093,Hennur Road,2320.0,3.0,170.0,3
3094,Hennur Road,1936.0,3.0,118.0,3
3095,Hennur Road,1480.0,2.0,65.0,2
3096,Hennur Road,1590.0,3.0,96.5,3
3097,Hennur Road,1445.0,2.0,105.0,3
3098,Hennur Road,1036.0,2.0,59.45,2
3099,Hennur Road,1832.0,3.0,125.0,3
3100,Hennur Road,1359.0,2.0,104.0,2
3101,Hennur Road,1341.0,2.0,75.76,2
3102,Hennur Road,1040.0,2.0,50.0,2
3104,Hennur Road,1414.0,2.0,84.18,2
3105,Hennur Road,1949.0,3.0,133.0,3
3106,Hennur Road,1232.0,2.0,89.0,2
3107,Hennur Road,1250.0,2.0,77.88,3
3108,Hennur Road,2502.0,4.0,180.0,4
3109,Hennur Road,1831.0,3.0,110.0,3
3110,Hennur Road,1232.0,2.0,87.0,2
3111,Hennur Road,1232.0,2.0,74.0,2
3112,Hennur Road,1232.0,2.0,66.0,2
3113,Hennur Road,1341.0,2.0,95.0,2
3115,Hennur Road,1232.0,2.0,88.0,2
3116,Hennur Road,2365.0,4.0,175.0,3
3117,Hennur Road,1310.0,2.0,66.0,2
3119,Hennur Road,1015.0,2.0,50.0,2
3121,Hennur Road,2264.0,3.0,168.0,3
3122,Hennur Road,2002.0,3.0,120.0,3
3123,Hennur Road,1232.0,2.0,69.6,2
3124,Hennur Road,1195.0,2.0,73.0,2
3125,Hennur Road,1020.0,2.0,47.0,2
3126,Hennur Road,5100.0,6.0,375.0,5
3127,Hennur Road,1061.0,2.0,54.92,2
3129,Hennur Road,1020.0,2.0,45.0,2
3130,Hennur Road,2041.0,3.0,128.0,3
3131,Hennur Road,1232.0,2.0,87.0,2
3132,Hennur Road,1066.0,2.0,52.23,2
3133,Hennur Road,973.0,2.0,56.0,2
3134,Hennur Road,1255.0,2.0,84.0,2
3135,Hennur Road,1232.0,2.0,83.0,2
3136,Hennur Road,1832.0,3.0,116.0,3
3137,Hennur Road,2050.0,3.0,120.0,3
3138,Hennur Road,1445.0,2.0,86.69,3
3139,Hennur Road,1445.0,2.0,83.0,3
3142,Hennur Road,1654.0,3.0,97.8,3
3143,Hennur Road,1480.0,3.0,100.0,3
3144,Hennur Road,1450.0,3.0,88.6,3
3145,Hennur Road,1155.0,2.0,69.18,2
3146,Hennur Road,1053.0,2.0,53.0,2
3147,Hennur Road,1195.0,2.0,59.0,2
3148,Hennur Road,1904.0,3.0,129.0,3
3149,Hennur Road,1981.0,3.0,134.0,3
3150,Hennur Road,1155.0,2.0,69.18,2
3152,Hennur Road,1590.0,3.0,105.0,3
3153,Hennur Road,2041.0,3.0,138.0,3
3154,Hennur Road,1100.0,2.0,78.0,3
3155,Hennur Road,1880.0,4.0,154.0,4
3156,Hennur Road,1232.0,2.0,69.61,2
3157,Hennur Road,1748.0,3.0,103.0,3
3158,Hennur Road,1460.0,2.0,80.3,2
3160,Hennur Road,1933.0,3.0,140.0,3
3161,Hennur Road,1030.0,2.0,46.5,2
3162,Hennur Road,1232.0,2.0,69.61,2
3164,Hennur Road,1445.0,2.0,89.56,3
3165,Hennur Road,973.0,2.0,50.74,2
3167,Hennur Road,1305.0,2.0,77.0,3
3169,Hennur Road,1165.0,2.0,67.0,2
3170,Hennur Road,980.0,2.0,51.0,2
3171,Hennur Road,1232.0,2.0,80.0,2
3172,Hennur Road,1085.0,2.0,43.4,2
3173,Hennur Road,950.0,2.0,55.0,2
3174,Hennur Road,1140.0,2.0,56.0,2
3175,Hennur Road,1891.0,3.0,110.0,3
3178,Hennur Road,1165.0,2.0,52.0,2
3179,Hennur Road,1450.0,2.0,80.0,2
3180,Hennur Road,1155.0,2.0,69.18,2
3181,Hennur Road,1936.0,3.0,131.0,3
3182,Hoodi,985.0,2.0,67.0,2
3185,Hoodi,1425.0,2.0,80.0,2
3186,Hoodi,1420.0,2.0,75.0,2
3187,Hoodi,1639.0,3.0,110.0,3
3189,Hoodi,1639.0,3.0,98.32,3
3193,Hoodi,1026.0,2.0,60.87,2
3194,Hoodi,1050.0,2.0,50.0,2
3195,Hoodi,1400.0,2.0,78.0,2
3196,Hoodi,2400.0,5.0,160.0,5
3197,Hoodi,1196.0,2.0,71.74,2
3199,Hoodi,1500.0,2.0,84.0,2
3200,Hoodi,1055.0,2.0,57.63,2
3201,Hoodi,1925.0,2.0,114.0,3
3202,Hoodi,1400.0,2.0,82.0,2
3204,Hoodi,706.0,1.0,48.24,1
3205,Hoodi,1257.0,2.0,69.0,2
3206,Hoodi,1132.0,2.0,67.9,2
3207,Hoodi,1925.0,3.0,110.0,3
3209,Hoodi,1257.0,2.0,71.03,2
3210,Hoodi,1305.0,2.0,75.0,2
3212,Hoodi,1240.0,2.0,65.0,2
3214,Hoodi,1108.0,2.0,74.23,2
3215,Hoodi,1257.0,2.0,68.5,2
3216,Hoodi,1000.0,2.0,48.0,2
3217,Hoodi,1063.0,2.0,61.17,2
3218,Hoodi,1259.0,2.0,69.45,2
3219,Hoodi,711.0,1.0,42.65,1
3221,Hoodi,863.0,1.0,40.55,1
3222,Hoodi,1715.0,2.0,100.0,3
3224,Hoodi,1447.0,3.0,76.0,2
3225,Hoodi,2144.0,3.0,140.0,3
3226,Hoodi,1108.0,2.0,66.46,2
3228,Hoodi,1837.0,3.0,110.0,3
3229,Hoodi,3385.0,4.0,220.0,4
3231,Hoodi,1181.0,2.0,55.0,2
3232,Hoodi,1490.0,3.0,85.0,3
3233,Hoodi,1258.5,2.0,59.135,2
3234,Horamavu Agara,1200.0,2.0,45.0,2
3235,Horamavu Agara,1560.0,3.0,75.0,3
3236,Horamavu Agara,755.0,2.0,37.49,2
3237,Horamavu Agara,982.0,2.0,47.65,2
3238,Horamavu Agara,1650.0,2.0,75.0,3
3239,Horamavu Agara,950.0,2.0,39.0,2
3240,Horamavu Agara,1756.0,3.0,92.0,3
3241,Horamavu Agara,1106.0,2.0,43.09,2
3242,Horamavu Agara,1079.0,2.0,41.0,2
3243,Horamavu Agara,1265.0,2.0,65.0,3
3244,Horamavu Agara,1060.0,2.0,37.0,2
3245,Horamavu Agara,1107.83,2.0,41.51,2
3246,Horamavu Agara,980.0,2.0,38.19,2
3247,Horamavu Agara,1250.0,3.0,65.0,3
3248,Horamavu Agara,1145.0,2.0,41.21,2
3249,Horamavu Agara,2400.0,3.0,80.0,5
3250,Horamavu Agara,1000.0,2.0,46.0,2
3251,Horamavu Agara,760.0,2.0,37.49,2
3252,Horamavu Agara,1150.0,2.0,42.0,2
3254,Horamavu Agara,750.0,2.0,37.49,2
3255,Horamavu Agara,625.0,1.0,27.0,1
3256,Horamavu Agara,1080.0,2.0,38.0,2
3257,Horamavu Agara,994.0,2.0,42.28,2
3258,Horamavu Agara,1107.83,2.0,41.51,2
3260,Horamavu Agara,1090.0,2.0,46.0,2
3261,Horamavu Agara,1400.0,3.0,63.0,3
3262,Horamavu Agara,1557.0,3.0,70.0,3
3263,Horamavu Agara,1058.0,2.0,47.0,2
3266,Horamavu Banaswadi,1460.0,2.0,80.5,2
3267,Horamavu Banaswadi,1156.0,2.0,46.0,2
3268,Horamavu Banaswadi,1180.0,2.0,58.0,2
3269,Horamavu Banaswadi,1307.0,2.0,51.6,2
3270,Horamavu Banaswadi,3800.0,8.0,200.0,6
3271,Horamavu Banaswadi,1357.0,2.0,54.0,2
3272,Horamavu Banaswadi,925.0,2.0,38.0,2
3273,Horamavu Banaswadi,1272.0,2.0,48.0,2
3274,Horamavu Banaswadi,1225.0,2.0,49.5,2
3275,Horamavu Banaswadi,1272.0,2.0,51.5,2
3276,Horamavu Banaswadi,1272.0,2.0,51.5,2
3277,Horamavu Banaswadi,1156.0,2.0,46.9,2
3278,Horamavu Banaswadi,1200.0,2.0,45.0,2
3279,Horamavu Banaswadi,1254.0,2.0,47.0,2
3280,Horamavu Banaswadi,1610.0,3.0,68.0,3
3281,Horamavu Banaswadi,1210.0,2.0,50.0,2
3282,Horamavu Banaswadi,1357.0,2.0,54.0,2
3283,Horamavu Banaswadi,1272.0,2.0,50.0,2
3284,Horamavu Banaswadi,1200.0,2.0,45.0,2
3285,Horamavu Banaswadi,1025.0,2.0,45.0,2
3286,Horamavu Banaswadi,1081.0,2.0,52.0,2
3287,Horamavu Banaswadi,1000.0,2.0,50.0,2
3288,Hormavu,1500.0,2.0,78.0,2
3289,Hormavu,1150.0,2.0,55.0,2
3291,Hormavu,1180.0,2.0,50.0,2
3292,Hormavu,1200.0,2.0,67.0,2
3293,Hormavu,1200.0,3.0,70.0,2
3294,Hormavu,1175.0,2.0,52.0,2
3295,Hormavu,1351.0,2.0,53.0,1
3296,Hormavu,1141.0,2.0,44.4,2
3297,Hormavu,1130.0,2.0,42.3,2
3299,Hormavu,1725.0,3.0,85.0,3
3300,Hormavu,1153.0,2.0,65.0,2
3301,Hormavu,1150.0,2.0,53.11,2
3302,Hormavu,1123.0,2.0,56.0,2
3303,Hormavu,1385.0,2.0,69.0,3
3305,Hormavu,1030.0,2.0,49.35,2
3306,Hormavu,1018.0,2.0,50.8,2
3307,Hormavu,1555.0,3.0,75.0,3
3308,Hormavu,1143.0,2.0,53.0,2
3309,Hormavu,1100.0,2.0,38.0,2
3310,Hormavu,1000.0,2.0,50.0,2
3311,Hormavu,1200.0,2.0,68.0,2
3313,Hormavu,1200.0,2.0,68.0,2
3314,Hormavu,765.0,2.0,37.49,2
3316,Hormavu,1081.5,2.0,38.665,2
3317,Hormavu,1250.0,2.0,60.0,2
3318,Hormavu,965.0,2.0,37.15,2
3319,Hormavu,583.0,1.0,28.275,1
3320,Hormavu,1129.0,2.0,44.0,2
3321,Hormavu,1385.0,2.0,69.25,3
3322,Hormavu,1165.0,2.0,40.0,2
3323,Hormavu,1065.0,2.0,50.92,2
3324,Hormavu,1046.0,2.0,60.0,2
3325,Hormavu,1400.0,2.0,75.0,2
3326,Hormavu,1365.0,2.0,65.0,3
3327,Hormavu,1196.0,2.0,44.8,2
3328,Hormavu,1263.0,2.0,47.36,2
3329,Hormavu,1015.0,2.0,39.08,2
3331,Hormavu,1200.0,2.0,73.0,2
3332,Hormavu,1250.0,2.0,65.0,2
3334,Hormavu,1075.0,2.0,53.7,2
3335,Hormavu,980.0,2.0,42.0,2
3336,Hormavu,1075.0,2.0,53.7,2
3337,Hormavu,2282.0,4.0,115.0,4
3338,Hormavu,1206.0,2.0,55.0,2
3339,Hormavu,1310.0,2.0,67.0,2
3340,Hormavu,1310.0,2.0,60.0,2
3341,Hormavu,1020.0,2.0,45.75,2
3342,Hormavu,1210.0,2.0,69.0,2
3343,Hosa Road,1652.0,3.0,85.0,3
3345,Hosa Road,1161.0,2.0,55.15,2
3347,Hosa Road,1161.0,2.0,55.15,2
3348,Hosa Road,1430.0,2.0,97.52,2
3349,Hosa Road,1365.0,2.0,92.0,2
3350,Hosa Road,1243.0,2.0,48.5,2
3352,Hosa Road,1332.0,2.0,86.12,3
3353,Hosa Road,615.0,1.0,28.29,1
3354,Hosa Road,1318.0,2.0,85.28,3
3355,Hosa Road,1513.0,3.0,103.0,3
3356,Hosa Road,1133.0,2.0,52.0,2
3357,Hosa Road,1016.0,2.0,40.0,2
3358,Hosa Road,972.0,2.0,40.0,2
3359,Hosa Road,1161.0,2.0,55.15,2
3360,Hosa Road,1532.0,3.0,98.13,3
3361,Hosa Road,1680.0,3.0,101.0,3
3362,Hosa Road,880.0,2.0,50.0,2
3363,Hosa Road,1533.0,3.0,98.18,3
3364,Hosa Road,1040.0,2.0,68.59,2
3365,Hosa Road,1040.0,2.0,61.0,2
3367,Hosa Road,1245.0,2.0,62.0,2
3368,Hosa Road,1311.0,2.0,84.86,3
3369,Hosa Road,1512.0,3.0,103.0,3
3370,Hosa Road,800.0,1.0,39.99,1
3372,Hosa Road,1364.0,2.0,64.79,2
3373,Hosa Road,1016.0,2.0,45.0,2
3375,Hosa Road,1360.0,2.0,77.61,2
3376,Hosa Road,1170.0,2.0,65.0,2
3377,Hosa Road,1161.0,2.0,55.15,2
3378,Hosa Road,1538.0,3.0,107.0,3
3379,Hosa Road,1470.0,2.0,84.22,3
3380,Hosa Road,1513.0,3.0,103.0,3
3382,Hosa Road,1161.0,2.0,48.75,2
3383,Hosa Road,1893.0,3.0,130.0,3
3385,Hosa Road,1016.0,2.0,39.95,2
3386,Hosakerehalli,2378.0,3.0,262.0,3
3387,Hosakerehalli,2376.0,3.0,203.0,3
3388,Hosakerehalli,3205.0,5.0,380.0,4
3390,Hosakerehalli,3024.0,5.0,350.0,4
3391,Hosakerehalli,2400.0,5.0,250.0,5
3392,Hosakerehalli,1817.0,4.0,153.0,3
3393,Hosakerehalli,1304.0,2.0,100.0,2
3394,Hosakerehalli,2480.0,3.0,245.0,3
3395,Hosakerehalli,925.0,2.0,46.5,2
3396,Hosakerehalli,2480.0,4.0,260.0,3
3397,Hosakerehalli,1596.0,3.0,79.8,3
3398,Hosakerehalli,1200.0,2.0,100.0,3
3399,Hosakerehalli,3205.0,4.0,300.0,4
3400,Hosakerehalli,3033.0,4.0,326.0,4
3401,Hosakerehalli,600.0,2.0,65.0,2
3402,Hosakerehalli,2480.0,4.0,265.0,3
3403,Hosakerehalli,925.0,2.0,46.25,2
3404,Hosakerehalli,2376.0,3.0,240.0,3
3405,Hosakerehalli,1500.0,6.0,145.0,5
3406,Hoskote,1250.0,3.0,50.0,3
3407,Hoskote,1225.0,3.0,40.0,3
3408,Hoskote,1740.0,3.0,60.0,3
3409,Hoskote,1170.0,2.0,45.0,2
3411,Hoskote,1200.0,3.0,57.0,3
3412,Hoskote,1069.0,2.0,38.0,3
3413,Hoskote,1095.0,2.0,33.6,2
3415,Hoskote,1065.0,2.0,31.5,2
3416,Hoskote,1395.0,2.0,63.0,3
3417,Hoskote,1065.0,2.0,28.5,2
3418,Hoskote,945.0,2.0,35.0,2
3419,Hoskote,1003.5,2.0,28.095,2
3420,Hoskote,1065.0,2.0,33.75,2
3421,Hoskote,509.0,1.0,23.0,1
3422,Hosur Road,1656.0,2.0,120.0,2
3423,Hosur Road,1194.0,2.0,69.0,2
3426,Hosur Road,3300.0,5.0,240.0,5
3427,Hosur Road,1510.0,2.0,105.0,3
3428,Hosur Road,1427.0,2.0,80.63,3
3429,Hosur Road,1508.0,2.0,110.0,3
3430,Hosur Road,460.0,1.0,21.0,1
3432,Hosur Road,1179.0,2.0,49.0,2
